id,Predicted
175067,588353.4758589885
172514,597703.8502972287
17738,293973.2889803692
67047,372253.13865779585
124014,540910.9909939801
185762,804300.9116954923
1311,265814.6653131786
119140,615099.9328270414
142546,526618.2167437853
114400,307031.151673645
22406,468871.97574480233
92766,524472.8319360743
60485,425597.16333263024
91648,458293.5185315866
132526,778135.7843162693
25180,402290.55852270767
48904,254059.42608070103
146550,445850.9592091043
19407,585395.2852407293
47699,304384.03423384833
2620,292799.55308295484
174106,559476.8785344687
112846,483914.9038086508
83926,482367.4570836061
64285,438042.715656128
5733,315658.20114765846
87638,514942.7087346238
53604,316131.671050541
53244,437994.2272464276
82872,348879.1899079949
66096,557906.350928228
173642,391134.1515178011
145405,375138.70316400274
90156,585330.1463340793
180075,624393.477483254
5153,303394.8629815361
134959,502928.43350773875
64342,433546.7342862637
51154,401943.5697040987
40845,269131.656087685
170881,781576.0196527601
106257,746775.2362356592
114464,257069.14272780178
97370,394721.0958487685
172227,498824.01627610717
151941,460515.61727560195
107035,418368.4639978072
135274,444119.0547259841
169795,567103.2388638135
83718,388275.5976896941
42632,220700.60014414694
68198,397614.05802395445
112707,421197.0675441151
36740,358152.5472187775
42954,326080.679811697
5921,334716.2123921552
40850,248366.3829443804
44668,300881.7195474862
21263,304178.07903980336
162241,525243.3182616243
81902,446673.9905936571
169151,591068.6943539112
154334,483405.4231123546
59218,353041.3356103016
37714,338335.06433430186
106222,468035.69439967826
139069,499751.86806056445
4425,421767.0636288334
140007,415707.9771283539
90024,384323.3536129245
153101,429115.0435892862
37538,310401.8721951161
32399,333078.2899795663
38946,322910.9581433602
151272,481539.8109087808
95430,496293.47723330837
101750,617998.9946873522
16356,278802.5825819799
131496,420551.3766709332
167864,491863.8716343671
17832,342360.0278944045
106738,384255.58459526685
33431,280316.0421350739
164505,516513.2815022354
47565,467305.7690059963
99660,642483.2709564127
20200,330805.7089091183
28507,455156.64854438335
43495,424030.732540863
23794,368588.2214470456
40297,336004.2219575107
53944,529601.2432959211
11040,726525.6349066941
106585,469509.38606019306
70050,696010.1689800515
75026,501403.3190985171
142562,548808.7125834431
113332,455541.51412240375
104548,653432.9723453574
159065,496784.083745227
157589,514182.1288006525
26850,316878.2534394401
83917,384718.5214776741
124331,413732.8331794727
58018,230395.31985419948
163913,605688.993657579
109105,473548.66186779126
97862,432960.59836677095
16478,326930.08671194187
35187,297781.2717890482
25446,393329.3405685796
47828,437040.6177348262
123220,452940.65511731524
16366,311779.62066464376
144449,446102.53781136114
39920,280923.0268987364
160888,446832.89140665426
47978,306268.6098616946
14331,346855.0170765065
60334,311955.078478304
49737,262050.97015823345
98533,349492.1651481873
38375,280017.44804785994
176978,718781.8077739673
60474,480532.2562731428
163806,563608.4820571191
4654,345998.4505578664
130912,400453.8187819683
115098,466103.60064109287
56214,263422.2963752718
63720,290552.1476378696
143496,580681.6811974735
33941,346170.15883272776
66720,308382.5465975286
29518,205842.158113044
68026,586587.5213097421
161546,521554.2662953387
118804,350422.6927386652
126852,436901.3000126745
102392,371687.9940833956
49738,231168.32703091216
49424,396350.75168218045
18184,356414.4800201332
5408,414911.7453238601
157571,489277.68918968196
111705,666762.6643739038
179891,693751.9878229459
76587,302300.30796354334
2629,332231.2733524416
119008,416924.75724732224
128414,312842.27188534767
162481,399101.43370688654
39075,420139.840740063
113444,554504.2698624186
58984,552441.8035358922
134087,421080.03260232357
27723,272872.02141320985
61426,900930.6102411025
26496,289116.6105917527
8183,361736.89599495137
96508,425583.12032973
56072,387830.4509920284
77192,400742.32664649305
84054,508594.6764460377
55624,321947.39911436394
163711,416453.52743258426
29219,477845.1332455054
81813,458092.1903979722
181000,744044.6365871304
143894,460454.9651292078
141800,526176.3006445107
30009,296615.9819097393
45917,280655.79845709563
14425,345976.8125498599
23268,257243.70706531013
1284,217123.785780832
69986,780533.0584469507
134779,427923.52229999605
78114,438322.22444361745
128833,423042.5678282243
129335,421643.29456160986
56632,402241.03696288477
46967,312283.0096132085
146611,334948.7916063559
37748,296462.6952167799
156600,593650.176231241
105167,350030.32559695386
35572,260005.71024435284
154900,512430.36255945754
68778,419228.77490838896
40761,624773.7395357285
76922,369288.2861177998
57737,245892.03638499667
63946,431805.1977581
111235,380889.6143703667
114882,508278.40214121493
12676,234648.11715540336
138376,446843.97947166185
90637,406780.31019738124
184522,613303.582593923
92974,347324.72643511207
8857,312212.259496492
27895,299119.49621538434
156181,613082.8894302666
41834,522950.0154360958
157391,515945.641057126
143702,361747.32860785036
185912,932331.033243312
11229,275030.2159395813
41300,344329.8276555763
72247,321494.40370479575
83180,520375.7253582461
148335,514681.569296552
7890,397870.57820700976
135138,454393.40159597155
27131,324393.7416632902
166558,617357.0363179604
131032,410726.877073191
74357,452441.19734370813
156049,351747.10148848826
69414,771345.0107233098
97276,394294.0771055857
82842,360760.6612313334
148527,507513.73478675034
144752,476823.0435358516
18175,354459.6533601647
11905,279185.9329757055
171029,490956.95864526165
59320,427866.4363726009
84110,408939.94895567483
78965,816894.6471120762
85951,563350.1436944382
163141,471719.4580864007
109999,455023.22957150504
147801,390314.7486500559
139213,428342.0466245593
126460,676672.1488770808
28015,382625.32359494996
181431,610811.3246393887
52696,676031.3993349932
50605,318972.1227880138
165242,490854.6724403958
48813,231127.6958428619
110483,590735.4245692197
89306,336924.89437006775
133442,371231.56042960787
65829,704795.1162655005
87579,373207.9906278807
91465,474544.2036095635
73701,488298.97065887117
15530,389055.588172266
18230,446650.2730914472
97193,494323.20907343505
166625,568322.612815883
33195,426715.72991583927
136148,500137.7708345651
165033,667965.1033730644
21315,348095.8865514803
91814,297754.0361811811
16891,468637.31845054263
107918,675029.0654503242
79471,432197.8139109189
21862,466382.1518583584
67991,484273.91862685524
165486,497686.3980708663
63600,423445.4568667136
110049,330005.95918975153
112307,326352.7564896968
10157,314837.3843956378
74635,484722.43584154785
25784,400354.59507138707
107059,479729.57944540115
30356,409037.6687149244
87516,707151.5191426866
10936,567413.4788052994
88543,546847.9225574632
139877,443444.94584425853
42424,499080.4272055499
52670,626447.1744821868
166867,511910.19169228803
101107,450003.05612912815
76199,509705.98667664564
80888,306105.13717496
9911,310503.02869699063
156640,442375.9954648281
102356,555276.8850284583
48860,365159.7772829245
102849,752116.0586957431
138105,425047.86297200347
117983,433063.72037915554
93922,393104.96771231655
46238,413208.3778139789
59022,658689.4163360081
106646,464288.20541545894
120040,473529.99174011557
126172,342362.15398241126
168000,604490.6690915504
80749,417755.54575660685
131491,514860.66880070313
112112,587070.2467526962
47501,321435.9122429871
13728,227910.66113270004
101768,366487.3403747725
6316,298410.64000477514
126098,847783.9307424283
165,299139.1068450536
19524,436983.3416652153
150677,439604.9289444743
59379,402305.31006380904
74454,345609.6407559812
175450,699757.458989902
89244,737850.1229507168
116506,399084.26193526766
147339,443601.2455334917
74001,706036.7066600476
90922,398893.2101078369
1820,444403.4889187125
110186,269229.8976503782
62682,344779.2566828036
89581,489740.7196193319
137848,440529.50448087894
161798,449784.67822830955
170742,475374.7989799258
82918,423180.9536132695
37679,273900.0760382764
154926,447894.92615375924
149598,314016.4008290612
44725,305991.4626957597
90766,544899.0641725067
148899,404665.01083302964
126592,363074.4468562491
157908,410272.9620164777
113713,436626.2579777597
148870,691951.8771245681
165510,471617.29508387664
101470,351816.15247927373
51743,336486.78073656093
27173,232939.19562331226
27812,335433.97276728717
95488,285484.25757316797
173154,682763.7416399112
121352,383148.8355580297
143803,455521.76938819984
63373,296972.2527373507
1386,322218.54321765783
163514,558624.1031440091
35643,308690.015110571
120579,507023.83228775265
128369,385979.0205010291
141816,443048.3631725429
161838,528151.7873651198
71069,369270.3193935446
77131,450238.86706456664
17667,341683.50239912496
52148,381878.12443724915
72854,571794.4855373487
102035,461913.21661563375
111359,419648.1216325724
17719,350015.1390815608
123306,294252.3069695696
161864,809636.1218070318
180849,580980.644243892
160993,486458.21682114236
162321,377740.0473489768
46481,267504.3205316859
79814,364729.92750924826
137789,559168.4302625915
54212,280377.7094433637
33512,316905.83940697333
57246,661864.2648002981
183567,672564.2238594292
126709,486280.3762686824
38938,352662.65581359516
31497,421862.03046378825
43094,368202.64989380224
40278,309768.3232207566
174057,624651.4666789826
88538,553560.9832703032
78488,671096.9837410981
170729,620440.7820892277
173992,540194.4356073587
60975,340311.6666195099
54718,275313.4115846666
178130,692663.7563414591
133730,438192.6663259665
70033,727029.076260633
43395,614436.9485954279
142569,455642.22418198356
25880,274920.4880889957
139537,382968.55377536337
3465,299698.99209941656
40735,554027.6884567473
162957,514883.9818401712
83356,534617.8315805944
32897,318177.71070938057
49245,287281.5746225965
60337,324084.2763155301
139769,654781.4307194519
52326,354218.0053617651
162813,854109.3973510028
180789,574728.4326696489
49386,413623.3335833481
33541,293461.13186930143
159352,492641.9463586641
42027,396600.8684002066
155370,444842.63761413615
143725,473018.6932149586
131769,439567.6796955961
139885,469588.29360585345
93808,530914.8051574399
10639,323405.34472198697
168611,600268.0014591235
167653,652333.3940504639
123170,338965.42978111363
139150,338787.07588014816
62622,475244.6841237444
168689,921446.3256879708
18566,303260.61399120477
67121,235808.01834345277
119193,435584.639207682
75320,529289.6148598936
185227,758076.8357690918
59316,428189.08296201256
42962,312140.96075549733
51540,267645.8679058411
37927,342673.53717845003
85155,300584.9704540557
148730,418034.4282976686
182768,619995.9677299648
21816,340028.6735703788
119821,423127.4281154841
53803,447374.79267907003
75672,532036.1078809347
164062,591949.2439794493
9801,699990.6469083636
90516,527172.0672013267
126543,371657.9593602631
20563,225639.0287389352
173167,431819.60572010576
165546,717182.6811911826
140696,506136.7275347365
60885,454737.68743020244
71010,369890.10685873823
65245,401694.22121706035
7762,269303.3900030374
162332,450309.3113384689
132065,441711.14299651707
163315,533710.3848686416
94896,368338.32762411085
13990,452399.3676705775
86695,429337.2017965801
136032,647018.4879520717
181973,563268.891751566
70720,1089040.6626502739
176320,674422.0049685041
123988,637898.8512858357
75446,508587.34201638796
165520,455638.3346265132
95499,384386.4748425302
73362,416938.87856523873
115013,330804.68354882614
170250,559653.0141864577
117752,585535.1445203935
120534,627032.8097956211
43110,363491.0890358703
173316,548131.7169220411
163348,829735.241940157
167196,518830.4969414445
8539,616860.6971847386
57416,499136.95651348634
147688,437416.10484615644
48843,286076.1616849267
123483,436935.41924522084
91781,378524.11762887536
57502,244072.38574260563
41380,503064.4227516624
71368,510532.3114608017
90332,397753.3573176819
56200,424742.0659141968
59273,510604.15704232577
59528,778316.3145185665
142978,491236.73780835886
62463,409241.28786594805
151089,329479.383471282
159388,395365.83563761116
15000,313321.20481061895
124030,521022.478179814
146762,421168.6566233187
32542,257171.1092597153
44504,404916.8091024729
154438,561398.1946523549
92711,414341.21614358586
26861,378933.3140310313
154130,487819.4355849783
108177,500082.75786138605
85561,349347.4012776391
29523,287709.67899302475
162190,621734.6557999462
137744,407590.9535913173
141614,393394.4596056252
154095,490094.94085946266
177433,758928.8739117814
16212,293345.0254572438
138324,496160.5818324358
179772,652879.8235447336
80229,626229.7194610422
146601,531672.7244745748
90354,393454.1746871648
16620,298578.38485577825
144520,450815.56436994753
43671,273036.4013337274
151379,428766.392404437
43516,322939.5184575815
114780,433300.34811496054
48679,480421.874573838
23310,304785.0952476405
82078,816660.4063537346
161637,449324.34942032566
97266,347153.3780929516
25975,305968.63092206523
183280,799228.7517217699
143522,398334.1729918696
82873,388440.36936626624
111022,399982.95844079327
170004,464672.54435317306
149233,398457.51362686785
11335,244384.62271317266
178323,716363.5978127227
117545,436249.6326954037
104197,454146.8308799697
114280,426153.7083544191
30527,341965.07960058283
42651,409658.1839267162
123646,385829.9502884463
72689,467474.7783473679
78646,441538.0180291486
50032,423509.0628938221
167436,736120.2609873491
25911,317019.6527956922
140037,417186.18361856416
117935,554397.8538214397
122922,374986.6030151907
28738,343663.81470937515
129413,409474.161760975
65411,583703.7642646645
20519,253771.75253568974
148799,511098.8665118541
96848,381211.83851500176
167854,465410.6120205115
90027,425838.05002090463
124583,359062.9448862998
123841,433324.48981179297
143815,542613.234861154
100928,362887.4305451004
64554,443221.5892708928
27802,244492.63257518646
55996,297701.09244428464
168480,457843.10008921684
18511,350872.6909537706
7174,314361.20164230507
107447,375937.9197216698
109945,359962.65257557033
109304,559074.0968209242
33225,246184.98463052016
31504,287905.65691218944
85162,286823.5925462728
164868,450285.7070510063
102092,402172.3475042236
5618,320554.81056385074
45425,380678.93872735795
127376,463659.4552100685
156938,450165.6694306088
127635,483111.8306513737
111774,643616.5320938228
141311,662196.9457181337
68733,407625.29951348813
171431,787734.5297922561
57288,295752.32344983594
147560,580651.6720121957
83283,517111.865660105
180470,532447.1656755405
85424,428089.0539927295
30049,326006.4266620984
138841,486995.57890842063
138637,371345.6966690533
178178,765632.9375678264
69976,753876.031413925
139744,548581.201524347
58256,280784.2976188996
104665,437592.4146603715
169191,555659.0853350097
55984,402934.3166763451
40354,376699.4365348313
59813,223490.27546179516
142178,351688.76197721995
104367,478031.3012898624
135075,370459.71469379193
16278,324808.1545891274
49191,414931.654175441
95010,387653.1530643407
179668,575878.2970777762
111338,366075.73677360953
76006,427982.81929760845
106534,457684.06944626133
78933,729022.9348103604
76196,541223.6828383859
110996,490824.84412556177
145016,508100.39712669014
133526,463094.58863646147
67069,570801.2187944992
77499,312937.75567945384
51668,664898.6402300937
64752,486733.5484671148
148430,444579.53147903044
63329,309923.06358529883
173406,437493.2689762714
79182,391907.48287249706
139963,442714.6283993164
119727,331392.6567197426
14184,317417.5202611597
63325,659277.3441542024
69906,698476.0723797153
150715,371218.57519673003
10423,370890.61201727577
13226,251713.84189045403
166355,501230.32480748126
162216,536068.8230758875
43071,338953.7925266358
103161,486858.2656127593
168506,522441.89944598044
30707,440926.6283606131
54877,433925.4134224204
77637,366747.647637007
54304,360093.20727160166
71775,646137.0819890468
116543,323731.2246583495
18877,370278.51402375166
98865,419172.917278314
169535,495554.4139567065
155674,347778.02324344864
46410,452821.36262022494
25354,325254.42999531934
149242,332500.9475949913
156019,536249.5739970278
2372,206569.87570162187
167793,461043.8698501328
13539,396508.05054552696
96889,552565.9106785649
12180,241964.73752327665
30975,456732.4030694633
142091,705880.1615383023
141417,524850.8394187357
88385,506550.2135428438
118140,482547.8873020266
130703,403200.2331199565
78738,461032.7384373308
31269,314938.78691235324
109042,473698.28339965903
48367,424527.1564921876
169027,468332.9103369818
94564,334016.90362266393
69161,539703.8726279261
109455,661365.1112237594
102048,478462.5501762964
142061,640775.8716144961
80360,348206.33528667706
108330,439121.8782007383
45894,248494.0144150308
184619,739355.3346797277
44807,320094.9400889606
86934,378925.6246031295
99343,388139.415543925
168916,506804.56123706786
89276,684219.2241491773
51815,312204.9014330084
125813,458243.76379486726
107171,383129.38633331156
154642,409599.610690944
10072,316177.6811492735
68097,351938.8734443299
160821,540686.2878674975
19655,268555.61454313225
142752,449864.29301004554
36940,316133.469574787
111126,406074.64564279595
596,272987.96273815655
71019,405165.47216154187
4479,330133.78116755444
55848,456822.4439231633
85188,486910.8672032431
125357,361640.3204137396
14647,287684.1594748108
162730,529426.0913575061
150653,428015.73857376154
120056,350005.7739280265
169156,596195.2845288991
67935,758858.9550479525
174388,638002.1006965686
182913,612146.6144821662
54148,297343.95876763796
131866,577414.1191651669
149984,457107.1717155836
159985,492617.6074083637
95496,379753.6731797694
112843,369717.05663685256
49524,386029.7240668393
27369,248240.31699068745
30825,433495.22405921156
169753,649575.0816669415
92534,397731.21130572085
129225,427013.1754083836
13062,301916.32070138643
130722,507994.21539200866
134157,432272.40419109835
165859,536104.4048943603
66301,438028.20516703685
83618,458040.1096097928
107691,432260.35467748874
105232,397486.32780561654
48298,604290.4607440428
40648,315340.73318432935
71976,502684.38609960466
72896,666011.1292713054
74551,398425.1542096563
44973,328917.9657727784
29347,361327.2490125809
141919,454103.78759329685
106300,350467.3706764159
131980,487950.9384112801
133141,447257.54137457564
3973,349981.32086544356
40519,313414.8364225903
180446,625028.4114956203
175025,554222.6614050062
75064,399284.6886236302
18793,361056.52610134194
149491,419755.357563806
154754,485357.18008828093
132371,384803.73300006817
134999,443168.7360033988
165322,558165.6360146409
108805,483311.5164367054
140691,528837.792184271
156367,471680.5010903471
85858,564904.3323192352
152700,437859.9987594697
185104,570729.5439165665
70218,465470.9958220252
10393,355325.27056663856
165123,515172.85192432534
55106,389567.2980217673
88369,377282.0657190197
41779,536104.6843158337
130816,398487.5857195965
31211,345077.04042238405
166757,736759.4237917613
108437,369204.8370548352
185814,776243.8112815653
73304,413043.71836800023
148656,476109.7051324493
84559,357959.07569508965
151222,422273.7770181814
2069,229438.07392822468
182640,703635.1475965496
157520,507462.1871324
153201,541569.3211838942
51319,394091.6200162666
167197,563522.2549819435
56328,754992.1466804453
7586,290321.5837739437
4962,571135.9932009105
17286,232347.92718418926
17996,295087.8251828973
136652,494871.9299563959
107533,352773.8357429734
35676,263941.2771999028
63528,410372.3016306692
88024,358448.56267124345
92245,460578.47011335497
121431,574744.091196973
117675,389570.22665226634
134315,628462.8075447868
80382,377344.1898760295
5676,334906.3240949986
85834,456672.7814905838
7544,300450.6052805269
76545,475035.2944922044
182269,733208.5007388638
115301,398669.79674245627
184499,752805.1704090168
89274,794309.1797293193
96978,476035.36852580926
22476,302830.0319775555
43684,342819.4113559212
103852,482598.0512025373
6660,279518.33607415983
149136,561871.6158169985
55623,291092.16953499697
154963,406349.28042591177
118607,378867.6450000941
66046,406326.7143008271
50815,403620.08196558605
88378,465416.3305835759
47559,419806.0714680892
96116,392851.44247681263
31651,272909.36205568456
141186,615751.2017750986
142321,755838.03911642
47123,253142.42570273243
176333,616365.7620740222
3011,314090.2261854148
68006,590499.2250655938
183387,477147.9377220795
36465,330818.0888040896
39670,289362.5660529485
173044,454427.1711333416
7197,312626.860036836
35841,302285.72086691647
185880,717405.6546486868
64929,727009.990386828
99553,528282.5750577074
59246,273240.2082852314
122401,376699.8276295255
5750,316393.66699445434
54602,301532.58266809315
57503,261886.4751289514
139988,441627.9013187307
61441,878411.0560809205
3816,354999.8920294003
157223,481475.33088056993
45836,349912.7665720233
155755,405711.2051708803
1314,232017.23297475453
172283,598697.3521851097
183939,689286.2875117143
102449,441689.1994200244
130038,402460.1875079561
69337,720745.5157315903
59437,342688.0086177124
100231,448720.4271799687
184320,585910.7014605833
121624,428779.53891339333
175778,492415.0987281087
49838,298721.7910788357
112596,416033.47127866984
92825,731174.7043039172
3175,560276.1033018184
20599,276470.02444489254
90059,484837.1236034441
8718,254846.36403272706
56904,735387.017695112
140415,406444.0415359482
45486,393374.3881014726
72264,397766.56337730284
102129,479860.17541599687
5083,420923.2409451537
23403,377256.5760471029
57581,681302.2397931113
165475,470853.52201797144
88985,480709.3913933747
30967,425270.6531643159
19270,404999.8633926066
39924,275596.70674628194
52520,524675.0890937971
151658,328740.94725596765
145774,562648.7589031416
52004,322279.89207409305
109232,398938.01372556237
32071,271837.45167302404
421,267764.67078197794
150070,461999.59842841135
157555,470459.10647238186
141514,324907.1298799935
137558,562222.637363294
155571,412835.0077463773
162016,548434.6007575986
47743,343318.91252493905
42863,368539.67400371213
60316,356713.1032290257
119376,510208.8696096747
96534,461535.94987936143
97787,477637.38675597496
46854,283236.5063643942
131197,395886.9156793248
45750,363212.74170391227
75580,615566.1476898395
122938,496071.8856483949
24952,294469.0224261766
8713,232707.954429998
29044,299468.4292773368
33794,414355.93389717233
155354,560814.0213727959
174630,650953.6878677865
357,243517.71221566934
52446,395645.26001389406
173530,515990.04513943364
9167,293049.22853963997
2712,217068.29065995174
34228,404174.65037652565
14795,287763.1269728186
101108,474750.2406686228
182805,582969.2654970723
101314,482664.9841318039
71207,358106.50046647014
24463,335320.79964746325
161441,464802.3232996587
62066,309661.2070800833
140608,456838.38656757586
9901,271600.53021619166
167009,473897.69945616415
70131,339135.6693792101
111696,591766.7735804408
69883,789246.5200847659
68434,413976.37668080616
10786,264871.6124578536
104011,493656.9802646575
108425,363285.46739674825
120804,390909.569890865
26582,392762.04325786507
20975,441181.82784065674
134633,498588.33352812746
97941,439930.84441110666
107642,387501.5542235904
161902,481785.59029255883
100312,777001.1764488342
95448,373968.74378452374
21815,304075.6965886205
149382,692618.6346585122
74108,731019.171296749
123994,610236.7740505378
146443,531806.2792859039
108700,343198.50825100037
22001,441104.0386824209
74783,365281.0125108007
119865,379026.5921149997
141913,396526.9389803066
74995,439332.75230234745
135235,303390.77769447933
48589,347713.3468795895
914,210131.12687451707
119943,411382.00003031624
99440,337650.8165543035
144341,691862.3911115788
97930,562732.4229390916
90951,388438.8250343774
131041,361322.4354564572
84731,458047.42019568605
135546,750555.9753829341
127448,461205.60592486575
61300,282515.3201456816
63131,383450.830163337
25238,338030.5821314195
180340,604407.5059860544
99506,349460.3877927648
183854,708474.8411895061
94910,424894.4187093759
44500,301884.4540097203
63085,362822.8659600101
164640,797002.6431279768
16313,341743.69595945615
132985,433770.17982745334
101842,328363.26542239176
5938,484408.08385603543
